review,rating,date,bank,source,translated_review,final_translation
After the update the system the requirement for minimal is not fair,2,2024-12-26,CBE,A Google user,After the update the system the requirement for minimal is not fair,After the update the system the requirement for minimal is not fair
Ok,5,2024-12-26,CBE,A Google user,Ok,Ok
Tajaajilaa gaarii 🤩,5,2024-12-26,CBE,A Google user,Good servant 🤩,Tajaajilaa gaarii
It's so good,5,2024-12-26,CBE,A Google user,It's so good,It's so good
Perfect,5,2024-12-26,CBE,A Google user,Perfect,Perfect
its the best and fast,5,2024-12-26,CBE,A Google user,its the best and fast,its the best and fast
Good application,5,2024-12-26,CBE,A Google user,Good application,Good application
Its great,5,2024-12-26,CBE,A Google user,Its great,Its great
Good,5,2024-12-26,CBE,A Google user,Good,Good
Nice program,5,2024-12-25,CBE,A Google user,Nice program,Nice program
Vgood,5,2024-12-25,CBE,A Google user,Vgood,Vgood
Good and the Great,5,2024-12-25,CBE,A Google user,Good and the Great,Good and the Great
"Wow wow wow cbe; gud job, keep it up.",5,2024-12-25,CBE,A Google user,"Wow wow wow cbe; gud job, keep it up.","Wow wow wow cbe; gud job, keep it up."
Ok,5,2024-12-25,CBE,A Google user,Ok,Ok
Not used fully amount,1,2024-12-25,CBE,A Google user,Not used fully amount,Not used fully amount
Timeout,5,2024-12-25,CBE,A Google user,Timeout,Timeout
ተጨማሪ ፒን የጣትአሻራ መጨመሩ በጣምጥሩነው ስጠብቀው የነበረ ፊውቸርነው👍,5,2024-12-25,CBE,A Google user,"Fants, who had been in the face of more PIN",thumbs up
Good,4,2024-12-25,CBE,A Google user,Good,Good
Nice ap,5,2024-12-25,CBE,A Google user,Nice ap,Nice ap
Good commercial bank of ethiopia,5,2024-12-25,CBE,A Google user,Good commercial bank of ethiopia,Good commercial bank of ethiopia
Good,5,2024-12-24,CBE,A Google user,Good,Good
I used for long time its best app,5,2024-12-24,CBE,A Google user,I used for long time its best app,I used for long time its best app
Very good and easy to use.,5,2024-12-24,CBE,A Google user,Very good and easy to use.,Very good and easy to use.
I have very happiness by this service thank you cbe,5,2024-12-24,CBE,A Google user,I have very happiness by this service thank you cbe,I have very happiness by this service thank you cbe
This app is not working properly,5,2024-12-24,CBE,A Google user,This app is not working properly,This app is not working properly
CBE my device don't work,1,2024-12-23,CBE,A Google user,CBE my device don't work,CBE my device don't work
Good,5,2024-12-23,CBE,A Google user,Good,Good
Its good enough to transaction,4,2024-12-23,CBE,A Google user,Its good enough to transaction,Its good enough to transaction
I love it its simple to use,5,2024-12-23,CBE,A Google user,I love it its simple to use,I love it its simple to use
Nice,4,2024-12-22,CBE,A Google user,Nice,Nice
Good,5,2024-12-22,CBE,A Google user,Good,Good
Lot of errors.,1,2024-12-22,CBE,A Google user,Lot of errors.,Lot of errors.
Nice app,4,2024-12-22,CBE,A Google user,Nice app,Nice app
Good but it needs good network.,5,2024-12-22,CBE,A Google user,Good but it needs good network.,Good but it needs good network.
Thank you CBE.,5,2024-12-22,CBE,A Google user,Thank you CBE.,Thank you CBE.
Go,5,2024-12-22,CBE,A Google user,Go,Go
Simplest and good way of using Internet banking it very interesting app,5,2024-12-21,CBE,A Google user,Simplest and good way of using Internet banking it very interesting app,Simplest and good way of using Internet banking it very interesting app
Nice,5,2024-12-21,CBE,A Google user,Nice,Nice
Best,5,2024-12-21,CBE,A Google user,Best,Best
Fantastic,5,2024-12-21,CBE,A Google user,Fantastic,Fantastic
Woooooo,5,2024-12-21,CBE,A Google user,Woooooo,Woooooo
very good for security,5,2024-12-21,CBE,A Google user,very good for security,very good for security
ወደሌላ ባንክ ሲላክ የሚቆርጠው በጣም ብዙነው,2,2024-12-21,CBE,A Google user,The most of us that is sold to another bank,
Try to fix ur night time network setup,4,2024-12-20,CBE,A Google user,Try to fix ur night time network setup,Try to fix ur night time network setup
Yuu,2,2024-12-20,CBE,A Google user,Yuu,Yuu
Excellent,5,2024-12-20,CBE,A Google user,Excellent,Excellent
Best app,5,2024-12-20,CBE,A Google user,Best app,Best app
App Baayyee Bareedaadha.,3,2024-12-20,CBE,A Google user,It is a very beautiful app.,App Baayyee Bareedaadha.
Thank you,5,2024-12-20,CBE,A Google user,Thank you,Thank you
Its Good works great,5,2024-12-20,CBE,A Google user,Its Good works great,Its Good works great
"This is the worst update ever, the older version was better. It has so much bug.",1,2024-12-20,CBE,A Google user,"This is the worst update ever, the older version was better. It has so much bug.","This is the worst update ever, the older version was better. It has so much bug."
Best mobile banking app in Ethiopia,5,2024-12-20,CBE,A Google user,Best mobile banking app in Ethiopia,Best mobile banking app in Ethiopia
Deserve 5 star,5,2024-12-20,CBE,A Google user,Deserve 5 star,Deserve 5 star
It doesnt work,5,2024-12-20,CBE,A Google user,It doesnt work,It doesnt work
Sometimes stack.,1,2024-12-20,CBE,A Google user,Sometimes stack.,Sometimes stack.
The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,1,2024-12-20,CBE,A Google user,The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.,The most worst update. It even doesn't let you know ur balance. It doesn't respond quickly.
good,5,2024-12-20,CBE,A Google user,good,good
"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app. But there is something problem still with verification. It must prevent logging in without correct input fingerprint.",5,2024-12-20,CBE,A Google user,"In the previous, I gave 4 🌟 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app. But there is something problem still with verification. It must prevent logging in without correct input fingerprint.","In the previous, I gave 4 for this app based on my evaluation. This app was without biometric security and may be exposed to cheaters unexpectedly. It is solved now. You can add verification security on the setting app. But there is something problem still with verification. It must prevent logging in without correct input fingerprint."
it is the best,5,2024-12-20,CBE,A Google user,it is the best,it is the best
Ok,5,2024-12-19,CBE,A Google user,Ok,Ok
Vivo v2333s,4,2024-12-19,CBE,A Google user,I live V2333s,Vivo v2333s
Etyo 👌👌👌🌍🌍,5,2024-12-19,CBE,A Google user,So 👌👌👌🌍,Etyo
This is a good appp,5,2024-12-19,CBE,A Google user,This is a good appp,This is a good appp
"Before the new version, the app was fast and merits 4 ⭐. However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work.",1,2024-12-19,CBE,A Google user,"Before the new version, the app was fast and merits 4 ⭐. However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work.","Before the new version, the app was fast and merits 4 . However, following the upgrade, the app is slow and takes time to reload. Apps are useless without speed, so make them work."
Yeah,5,2024-12-18,CBE,A Google user,Yeah,Yeah
Nice,5,2024-12-18,CBE,A Google user,Nice,Nice
The bank you relays on,5,2024-12-18,CBE,A Google user,The bank you relays on,The bank you relays on
Fuadseif,5,2024-12-18,CBE,A Google user,Fuadseif,Fuadseif
Good,5,2024-12-18,CBE,A Google user,Good,Good
very good app,5,2024-12-18,CBE,A Google user,very good app,very good app
This app fast and fact every solution thanks,5,2024-12-18,CBE,A Google user,This app fast and fact every solution thanks,This app fast and fact every solution thanks
It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,3,2024-12-18,CBE,A Google user,It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app,It stuck many time i can't transfer my own money the time i need it must be update but if the stucking prevent it is great app
Easy to use and fast.,4,2024-12-18,CBE,A Google user,Easy to use and fast.,Easy to use and fast.
it is ni ce,5,2024-12-18,CBE,A Google user,it is ni ce,it is ni ce
My desire,5,2024-12-18,CBE,A Google user,My desire,My desire
nice,5,2024-12-18,CBE,A Google user,nice,nice
ከንዙ ኢብራሂም,5,2024-12-18,CBE,A Google user,From the river Ibrahim,
It is very nice app,5,2024-12-18,CBE,A Google user,It is very nice app,It is very nice app
It might be fake be aware (it’s not working),1,2024-12-17,CBE,A Google user,It might be fake be aware (it’s not working),It might be fake be aware (its not working)
good,5,2024-12-17,CBE,A Google user,good,good
Best sistms,3,2024-12-17,CBE,A Google user,Best sistms,Best sistms
Good app,5,2024-12-17,CBE,A Google user,Good app,Good app
Rated,5,2024-12-17,CBE,A Google user,Rated,Rated
Nice app,5,2024-12-17,CBE,A Google user,Nice app,Nice app
ጥሩ ነው,5,2024-12-17,CBE,A Google user,it's good,
Bulbule masfin,5,2024-12-17,CBE,A Google user,Bulbule masfin,Bulbule masfin
It Made Life Simple,5,2024-12-17,CBE,A Google user,It Made Life Simple,It Made Life Simple
It's easy and convenient 🙌,5,2024-12-17,CBE,A Google user,It's easy and convenient 🙌,It's easy and convenient
Gud,2,2024-12-17,CBE,A Google user,Gud,Gud
This bank is one of worst bank stealing poor peoples money 😭,1,2024-12-17,CBE,A Google user,This bank is one of worst bank stealing poor peoples money 😭,This bank is one of worst bank stealing poor peoples money sobbing
So amazing app I've ever seen,4,2024-12-17,CBE,A Google user,So amazing app I've ever seen,So amazing app I've ever seen
Very convenient and user-friendly app. I love it,4,2024-12-17,CBE,A Google user,Very convenient and user-friendly app. I love it,Very convenient and user-friendly app. I love it
"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.",4,2024-12-17,CBE,A Google user,"My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing.","My experience with this app has been outstanding so far,but sometimes it has a hard time connecting with network and makes it hard to make transactions. Apart from that it's amazing."
Good,5,2024-12-17,CBE,A Google user,Good,Good
Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.,1,2024-12-17,CBE,A Google user,Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.,Even if i had a balance of >0 i couldn't Even transfer any of my balance starting from 0-10257.
Best Application Mobile Bank,5,2024-12-17,CBE,A Google user,Best Application Mobile Bank,Best Application Mobile Bank
"It is keeping to say"" this app is rooted you can't use it ""what is the problem",1,2024-12-17,CBE,A Google user,"It is keeping to say"" this app is rooted you can't use it ""what is the problem","It is keeping to say"" this app is rooted you can't use it ""what is the problem"
